color,count
C0DEED,543
000000,252
FFFFFF,54
EEEEEE,8
181A1E,6
829D5E,4
C6E2EE,3
BDDCAD,3
5ED4DC,2
DFDFDF,2
86A4A6,2
8CB2BD,1
FAD496,1
87BC44,1
FCFCFC,1
65B0DA,1
00FAEE,1
BCB302,1
97B8AB,1
F9F0CB,1
E6ACD6,1
D9B17E,1
AF9489,1
FF0000,1
D3D2CF,1
F2E195,1
FFF8AD,1
89B3A2,1
4C5B7A,1
0D0A0D,1
FF00A6,1
