color,count
333333,598
000000,239
666666,14
3C3940,5
3E4415,4
663B12,4
0C3E53,3
362720,3
5E412F,2
3D1957,2
B24C36,1
FF0000,1
E6E8DC,1
9E6E33,1
02C2B8,1
91BDB9,1
C28C77,1
FAEDE5,1
A12CA1,1
F50A0A,1
080707,1
0869D1,1
3EE6D0,1
634047,1
FFF784,1
FAAAFA,1
8CB2BD,1
21C700,1
FFFFFF,1
525252,1
8A7302,1
1231E0,1
CC6C83,1
C75741,1
5D6857,1
