color,count
DDEEF6,573
000000,238
252429,14
EFEFEF,8
95E8EC,5
FFFFFF,5
99CC33,4
DAECF4,4
E5507E,3
FFF7CC,3
DDFFCC,3
A0C5C7,3
F6FFD1,3
F6F6F6,2
78C0A8,2
F3F3F3,2
7AC3EE,2
C5D6BA,1
E3E2DE,1
EADEAA,1
FFE2BF,1
46546B,1
C0DFEC,1
EBEBDA,1
22262B,1
4CE84C,1
171106,1
F7A576,1
F8B0A1,1
003E49,1
EDD6C6,1
AB9693,1
F6EAF7,1
C1D9D0,1
EFDCC5,1
FCDB79,1
424C55,1
F55A7E,1
355285,1
F7E4F7,1
0D0D0D,1
EBA7E5,1
